﻿﻿﻿Test Case ID,User Query,Category,Expected Intent,Predicted Intent,Extracted Entities,Search Strategy,Expected Result (ID),Actual Result (ID),Evaluation,Intent Processing Time (ms),Backend Processing Time (ms),Total Response Time (ms),Run_Status
TC_200,Nhạc thất tình chia tay nhưng bình yên đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"mood=thất tình, chill, chia tay",Level 1: Mood Mapping,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,37.15,1192.27,1233.65,
TC_201,"Đang chạy deadline khuya, cho xin tí nhạc edm cháy máy",Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=quẩy,Level 1: Mood Mapping,4yy21UkGZ7gZEGbSERllpE,4yy21UkGZ7gZEGbSERllpE,PASS,52.92,990.07,1048.07,
TC_202,Bài nào nghe thật sầu thảm khóc cạn nước mắt đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=buồn,Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,47.07,768.17,816.78,
TC_203,Nhạc thất tình chia tay,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"mood=thất tình, chia tay",Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,27.38,1232.19,1261.74,
TC_204,Nhạc thả thính crush,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=thả thính,Level 1: Mood Mapping,3COYA2vgfcUhDyRlVpZy5p,3COYA2vgfcUhDyRlVpZy5p,PASS,17.03,1179.36,1198.61,
TC_205,nhacquayparty,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=quẩy,Level 1: Mood Mapping,4yy21UkGZ7gZEGbSERllpE,4yy21UkGZ7gZEGbSERllpE,PASS,8.83,819.92,833.22,
TC_206,Mở nhạc Pop,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=pop; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,20.74,1803.79,1826.33,
TC_207,Gợi ý nhạc trẻ,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=nhạc trẻ; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,26.34,1007.84,1036.17,
TC_208,Playlist Vpop,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=vpop; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,15.55,791.91,809.12,
TC_209,Nhạc mainstream,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=mainstream; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,17.66,790.38,810.96,
TC_210,Nhạc hiện đại,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=hiện đại; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,15.83,906.44,923.92,
TC_211,Bật nhạc Rap,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=rap; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,20.28,1841.5,1863.14,
TC_212,Tìm nhạc hip hop,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=hip hop; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,18.93,987.51,1008.86,
TC_213,Nhạc underground,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=underground; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,16.96,798.18,816.98,
TC_214,Nghe nhạc Trap,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=trap; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,16.5,779.97,798.05,
TC_215,Hiphop,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=hiphop; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,5.88,714.87,722.5,
TC_216,Nhạc Ballad,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=ballad; mapped_genres=['Ballad'],Level 1: SQL Genre Exact/ILIKE,112QD7xBOqcYhe4eFrGlxu,112QD7xBOqcYhe4eFrGlxu,PASS,20.64,743.79,769.64,
TC_217,Tìm nhạc Indie,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=indie; mapped_genres=['Indie'],Level 1: SQL Genre Exact/ILIKE,41DlPJXKTCypXdf2eSqa03,41DlPJXKTCypXdf2eSqa03,PASS,26.85,850.4,880.96,
TC_218,mở nhac tre,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=nhac tre; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,11.14,844.79,858.49,
TC_219,tim nhac rap viet,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=rap; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,2.04,719.6,725.74,
TC_220,Cho tôi nghe pop.,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=pop; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,13.32,1028.38,1043.91,
TC_221,Bật bài rap đi!,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=rap; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,9.09,872.29,884.25,
TC_222,Tìm bản nhạc Ballad?,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=ballad; mapped_genres=['Ballad'],Level 1: SQL Genre Exact/ILIKE,112QD7xBOqcYhe4eFrGlxu,112QD7xBOqcYhe4eFrGlxu,PASS,15.97,759.44,782.92,
TC_223,underground,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=underground; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,10.99,807.26,820.74,
TC_224,trap,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=trap; mapped_genres=['Rap/Hip-hop'],Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,1.11,762.52,765.83,
TC_225,Gợi ý mấy con track underground rap vpop xịn xịn,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=rap, underground, vpop; mapped_genres=['Rap/Hip-hop', 'Pop']",Level 1: SQL Genre Exact/ILIKE,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,5.85,931.03,941.89,
TC_226,bậtnhạcvpop,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,genre=V-Pop; mapped_genres=['Pop'],Level 1: SQL Genre Exact/ILIKE,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,5899.39,938.6,6841.18,
TC_227,cho tôi nghe rap indie đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=rap, indie; mapped_genres=['Rap/Hip-hop', 'Indie']",Level 1: SQL Genre Exact/ILIKE,6Qwl74olNi1rl65FNxG5We,6Qwl74olNi1rl65FNxG5We,PASS,17.34,724.82,744.35,
TC_228,cho tôi nghe pop indie đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=indie, pop; mapped_genres=['Indie', 'Pop']",Level 1: SQL Genre Exact/ILIKE,3Ids3RXurYBgySph53qWnB,3Ids3RXurYBgySph53qWnB,PASS,31.95,808.59,842.11,
TC_229,cho tôi nghe pop indie ballad đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=ballad, indie, pop; mapped_genres=['Ballad', 'Indie', 'Pop']",Level 1: SQL Genre Exact/ILIKE,1DVYafsLmcQySKkJnY4RCs,1DVYafsLmcQySKkJnY4RCs,PASS,33.22,762.87,798.51,
TC_230,gợi ý nhạc pop ballad,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=ballad, pop; mapped_genres=['Ballad', 'Pop']",Level 1: SQL Genre Exact/ILIKE,2wZAvkgiOE5tyrnqhB69KA,2wZAvkgiOE5tyrnqhB69KA,PASS,36.59,1361.64,1404.64,
TC_231,tìm nhạc hip-hop underground rap,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=rap, hip-hop, underground; mapped_genres=['Rap/Hip-hop']",Level 1: SQL Genre Exact/ILIKE,7uUuftbcr94tzGOCJSM25u,7uUuftbcr94tzGOCJSM25u,PASS,48.98,945.77,999.83,
TC_232,cho tôi nghe nhạc rap hiphop ballad đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=rap, hiphop, ballad; mapped_genres=['Rap/Hip-hop', 'Ballad']",Level 1: SQL Genre Exact/ILIKE,7hmne8CXBsmDNAW9PIOxTz,7hmne8CXBsmDNAW9PIOxTz,PASS,36.92,1455.75,1494.91,
TC_233,cho tôi nghe nhạc rap ballad.,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"genre=rap, ballad; mapped_genres=['Rap/Hip-hop', 'Ballad']",Level 1: SQL Genre Exact/ILIKE,7hmne8CXBsmDNAW9PIOxTz,7hmne8CXBsmDNAW9PIOxTz,PASS,25.13,945.93,972.69,
TC_234,Top 5 bài hát hot nhất hiện nay,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,1.53,1314.59,1318.69,
TC_235,Những ca khúc nào đang trending vậy?,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,3.52,1040.67,1068.55,
TC_236,Bật nhạc đang thịnh hành đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,75.15,843.72,921.48,
TC_237,Top hits của Sơn Tùng M-TP,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Sơn Tùng M-TP,Level 1: Popularity Top-N,2wZAvkgiOE5tyrnqhB69KA,2wZAvkgiOE5tyrnqhB69KA,PASS,8.84,1033.56,1044.71,
TC_238,Cho mình xin list nhạc hay nhất của Vũ.,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Vũ.,Level 1: Popularity Top-N,41DlPJXKTCypXdf2eSqa03,41DlPJXKTCypXdf2eSqa03,PASS,4.56,1227.09,1234.31,
TC_239,Nhạc của tlinh bài nào nhiều view nhất?,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=tlinh,Level 1: Popularity Top-N,3COYA2vgfcUhDyRlVpZy5p,3COYA2vgfcUhDyRlVpZy5p,PASS,8.95,816.29,831.17,
TC_240,Bật mấy bài hot của Den Vau,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Đen,Level 1: Popularity Top-N,7LVrrX8pkzI9fMF88nGabt,7LVrrX8pkzI9fMF88nGabt,PASS,4.95,796.08,802.68,
TC_241,Top tracks of Miu Lê,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Miu Lê,Level 1: Popularity Top-N,7GPlwRnUdLIH2dqe5xpnyZ,7GPlwRnUdLIH2dqe5xpnyZ,PASS,8.77,821.14,836.51,
TC_242,Dạo này người ta nghe gì nhiều nhất nhỉ?,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,142.3,752.84,898.69,
TC_243,Những bài làm mưa làm gió của Karik,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Karik,Level 1: Popularity Top-N,0fGJiHH6xSUJU1MAVjxq5m,0fGJiHH6xSUJU1MAVjxq5m,PASS,26.02,853.86,887.26,
TC_244,Top tracks cua son tung,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Sơn Tùng M-TP,Level 1: Popularity Top-N,2wZAvkgiOE5tyrnqhB69KA,2wZAvkgiOE5tyrnqhB69KA,PASS,15.2,707.45,727.61,
TC_245,Bật nhạc hot của HIEUTHUHAI,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=HIEUTHUHAI,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,5.39,710.85,719.86,
TC_246,Playlist nhạc quốc dân hiện nay,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,22.69,1077.67,1114.09,
TC_247,"Tìm bài tên ""Của Sơn Tùng""",Edge Case,DISCOVER_MUSIC,DISCOVER_MUSIC,,,,,,,,,
TC_248,Nghệ sĩ Amee có bài nào đang leo chart không?,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=AMEE,Level 1: Popularity Top-N,5tdz7T4hTxA1ipJMBe24uX,5tdz7T4hTxA1ipJMBe24uX,PASS,5.31,839.33,847.1,
TC_249,Cho mình nghe nhạc cháy nhất của Mono,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=MONO,Level 1: Popularity Top-N,40pWxpbXoBYGPCiofujjZ6,40pWxpbXoBYGPCiofujjZ6,PASS,5.55,863.28,871.95,
TC_250,Tìm bài hát nổi tiếng nhất của Phan Mạnh Quỳnh,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Phan Mạnh Quỳnh,Level 1: Popularity Top-N,5HKoAtKVhcc2XFYmxZOeNg,5HKoAtKVhcc2XFYmxZOeNg,PASS,3.34,842.69,849.06,
TC_251,Nhạc hot của nghệ sĩ Jack-J97,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Jack - J97,Level 1: Popularity Top-N,0xYDRiqV2eA4LSFwi6IktS,0xYDRiqV2eA4LSFwi6IktS,PASS,16.62,712.68,731.12,
TC_252,Bật nhạc viral trên TikTok của Hoàng Thùy Linh,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Hoàng Thùy Linh,Level 1: Popularity Top-N,34zLev2Poav7NqDi6zWTtb,34zLev2Poav7NqDi6zWTtb,PASS,2.07,784.38,789.2,
TC_253,Những bài hát được nghe nhiều nhất của Mỹ Tâm,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Mỹ Tâm,Level 1: Popularity Top-N,5UeD0rVFJXXl3HGjKiZbrt,5UeD0rVFJXXl3HGjKiZbrt,PASS,5.46,778.89,787.63,
TC_254,Cho mình xin vài bài của Chillies đang hot,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Chillies,Level 1: Popularity Top-N,0JKEP4dB1riE6l7Kq5kJm1,0JKEP4dB1riE6l7Kq5kJm1,PASS,4.22,849.78,856.29,
TC_255,Top 10 bài hát (lấy 5 bài),Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,3.27,730.99,736.1,
TC_256,Nhạc của MiN có bài nào hot không?,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=MIN,Level 1: Popularity Top-N,3T7XHOdRcyhKU3QCB6kZG3,3T7XHOdRcyhKU3QCB6kZG3,PASS,2.65,859.01,864.38,
TC_257,Phát nhạc đình đám của MCK,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=RPT MCK,Level 1: Popularity Top-N,7jLSThU5Kg1RWt19Leiaxm,7jLSThU5Kg1RWt19Leiaxm,PASS,9.12,744.66,756.26,
TC_258,Cho mình nghe nhạc của t linh bài hot,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=tlinh,Level 1: Popularity Top-N,3COYA2vgfcUhDyRlVpZy5p,3COYA2vgfcUhDyRlVpZy5p,PASS,20.87,785.73,808.76,
TC_259,Top 5 ca khúc thống trị thị trường,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,,Level 1: Popularity Top-N,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,1.42,696.91,701.48,
TC_260,tìm cho tôi bài nào giống bài hát âm thầm bên em,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=âm thầm bên em,Level 1: Seed Lookup,âm thầm bên em,âm thầm bên em,PASS,1.56,1942.68,1947.51,
TC_261,có nhạc nào giống see tình không,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=see tình,Level 1: Seed Lookup,see tình,see tình,PASS,81.51,1494.04,1580.87,
TC_262,nghe bài gì style waiting for you đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=waiting for you,Level 1: Seed Lookup,waiting for you,waiting for you,PASS,7.24,1243.08,1252.32,
TC_263,gợi ý nhạc tựa tựa bài cơn mưa ngang qua,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=cơn mưa ngang qua,Level 1: Seed Lookup,cơn mưa ngang qua,cơn mưa ngang qua,PASS,77.47,1229.76,1310.1,
TC_264,phát mấy bài tương tự như lạc trôi nhé,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=lạc trôi,Level 1: Seed Lookup,lạc trôi,lạc trôi,PASS,10.81,1440.78,1454.89,
TC_265,muốn nghe nhạc giống giống em gái mưa,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=em gái mưa,Level 1: Seed Lookup,em gái mưa,em gái mưa,PASS,96.23,1175.46,1276.14,
TC_266,bài nào có giai điệu giống bài trốn tìm nhỉ,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=trốn tìm,Level 1: Seed Lookup,trốn tìm,trốn tìm,PASS,19.87,1448.25,1472.21,
TC_267,tìm track giống chúng ta của hiện tại,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=chúng ta của hiện tại,Level 1: Seed Lookup,chúng ta của hiện tại,chúng ta của hiện tại,PASS,12.83,1126.91,1142.13,
TC_268,kiếm ca khúc nào tương tự bước qua mùa cô đơn,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=bước qua mùa cô đơn,Level 1: Seed Lookup,bước qua mùa cô đơn,bước qua mùa cô đơn,PASS,6.43,2177.5,2198.79,
TC_269,nghe nhạc giống bài hát ngày mai người ta lấy chồng,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=ngày mai người ta lấy chồng,Level 1: Seed Lookup,ngày mai người ta lấy chồng,ngày mai người ta lấy chồng,PASS,97.31,1230.26,1333.63,
TC_270,có bài nào giống như bài hát nàng thơ vậy,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=nàng thơ,Level 1: Seed Lookup,nàng thơ,nàng thơ,PASS,18.98,1177.06,1210.75,
TC_271,bật nhạc style bài hát anh thanh niên,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=anh thanh niên,Level 1: Seed Lookup,anh thanh niên,anh thanh niên,PASS,74.67,1702.04,1778.86,
TC_272,tìm nhạc tựa tựa ca khúc hai mươi hai,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=hai mươi hai,Level 1: Seed Lookup,hai mươi hai,hai mươi hai,PASS,74.17,1761.24,1845.99,
TC_273,cho xin bài giống bài hát tháng tư là lời nói dối của em,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=tháng tư là lời nói dối của em,Level 1: Seed Lookup,tháng tư là lời nói dối của em,tháng tư là lời nói dối của em,PASS,17.25,1607.01,1626.32,
TC_274,gợi ý list nhạc tương tự bài hát đố em biết anh đang nghĩ gì,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=đố em biết anh đang nghĩ gì,Level 1: Seed Lookup,đố em biết anh đang nghĩ gì,đố em biết anh đang nghĩ gì,PASS,90.24,1418.73,1511.53,
TC_275,kiếm nhạc giống giống bài vấp ngã đi chatbot,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=vấp ngã,Level 1: Seed Lookup,vấp ngã,vấp ngã,PASS,99.54,1246.13,1348.25,
TC_276,bật những bài giống nhạc của em cua ngay hom qua,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=em cua ngay hom qua,Level 1: Seed Lookup -> Level 2: Fuzzy Seed Lookup,em của ngày hôm qua,em của ngày hôm qua,PASS,54.83,2439.76,2498.12,
TC_277,có bài nào giống bài hát nguoi am phu khong,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=nguoi am phu khong,Level 1: Seed Lookup -> Level 2: Fuzzy Seed Lookup,nguoi am phu,nguoi am phu,PASS,1.65,2550.46,2554.36,
TC_278,phát nhạc style bài hát simple love nha,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=simple love,Level 1: Seed Lookup,simple love,simple love,PASS,63.92,1264.99,1331.25,
TC_279,bật list nhạc giống track bigcityboi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=bigcityboi,Level 1: Seed Lookup,bigcityboi,bigcityboi,PASS,77.62,1037.8,1117.62,
TC_280,có bài nào giống giống bài hát 24h không,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=24h,Level 1: Seed Lookup,24h,24h,PASS,6.1,1136.24,1144.47,
TC_281,tìm nhạc tương tự như ca khúc 1 phút,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=1 phút,Level 1: Seed Lookup,1 phút,1 phút,PASS,62.6,1100.68,1165.15,
TC_282,bật thử mấy bài giống bài hát gửi anh xa nhớ xem,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=gửi anh xa nhớ,Level 1: Seed Lookup,gửi anh xa nhớ,gửi anh xa nhớ,PASS,8.01,1115.09,1131.72,
TC_283,Thời tiết Hà Nội hôm nay thế nào?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,2.06,5497.14,5503.24,
TC_284,Hướng dẫn mình cách nấu phở bò định chuẩn,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.22,11986.11,11989.6,
TC_285,Kể cho mình một câu chuyện ma kinh dị,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.35,8318.95,8322.52,
TC_286,Code giúp mình một con bot Telegram bằng Python,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.07,6240.99,6243.74,
TC_287,Mẹo để ngủ ngon vào ban đêm là gì?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.47,5601.22,5604.75,
TC_288,Shop nào bán quần áo đẹp ở Sài Gòn?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,0.88,5686.69,5689.19,
TC_289,Thủ đô của nước Úc là thành phố nào?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,34.23,5087.33,5123.22,
TC_290,Cách nuôi chó Poodle cho người mới bắt đầu,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.1,5637.4,5640.3,
TC_291,Hôm nay có tin tức gì mới về tình hình thế giới không?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.18,7675.9,7678.74,
TC_292,Nên đầu tư vào Bitcoin hay Ethereum lúc này?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.21,5447.03,5449.51,
TC_293,Cách trang điểm đi tiệc nhẹ nhàng tự nhiên,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.16,4225.92,4228.63,
TC_294,Tại sao con người lại cần phải làm việc?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.05,9599.78,9602.37,
TC_295,Lịch âm hôm nay là ngày bao nhiêu?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,0.81,6593.85,6596.24,
TC_296,Bạn có biết chơi cờ vua không? Đánh với mình một ván,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,0.93,4090.54,4093.04,
TC_297,Tư vấn cho mình mua loa bluetooth Marshall tầm 5 triệu nghe nhạc Pop,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,10.86,9139.87,9152.06,
TC_298,Micro thu âm condenser nào tốt nhất để hát cover tại nhà?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,5.66,4657.21,4665.2,
TC_299,Cách khắc phục lỗi tai nghe AirPods bị rè một bên khi nghe nhạc,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,46.02,9415.62,9463.67,
TC_300,Phần mềm nào chỉnh sửa video có ghép nhạc nền miễn phí trên điện thoại?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,43.53,6366.58,6411.75,
TC_301,Card âm thanh máy tính của mình bị mất driver tải ở đâu?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,9.76,5875.5,5886.87,
TC_302,Sơn Tùng M-TP và Hải Tú dạo này có tin đồn gì mới không?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,3.38,5204.86,5211.31,
