file_name,sentiment,sentiment_score,sentiment_confidence,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyric,track_id
Tự Tâm.mp3,neutral,-0.0719,0.2792,228.0,0.5307,51.0,78.0,12.0,"Biết đến bao giờ mới có thể quên một người
Nhớ đến rã rời nước mắt rơi
Biết đến bao giờ mới hết tổn thương trong tình yêu
Giữ riêng anh tủi thân đến lạ

[Pre-Chorus]
Nếu còn yêu thương nhau
Tự tình sẽ trở lại thôi
Héo mòn ba thu qua
Chờ hoài đâu thấy

[Chorus 1]
Dành trọn hết niềm tin để yêu
Nhưng nhận lại chỉ là tổn thương
Tóc ai đã phai màu theo gió sương

Dành trọn hết niềm tin để yêu
Đến cuối cùng chẳng ai ở lại
Nặng lòng mưa rơi chơi vơi khóc cũng chẳng đành

Dặn lòng không còn thương còn nhớ
Nhưng chẳng thể nào ngăn trái tim lại
Chưa một ai thật lòng thương anh

Dặn lòng không còn thương còn nhớ
Cớ sao hy vọng đến cố chấp
Nhạt nhoà bờ mi trong giấc mộng si

[Coda 1]
Đừng chờ nữa ai ơi... họ thương người khác rồi

[Chorus 2]
Chuyện tình yêu sao cứ dở dang
Chẳng thể trọn vẹn yêu hết đời
Bên cạnh ai một thời cũng sẽ rời
Chuyện tình yêu sao cứ dở dang
Kết thúc chỉ là sự nuối tiếc
Người tổn thương nhất ở lại cũng chính là anh

Dặn lòng không còn thương còn nhớ
Nhưng chẳng thể nào ngăn trái tim lại
Chưa một ai thật lòng thương anh
Dặn lòng không còn thương còn nhớ
Cớ sao hy vọng đến cố chấp
Nhạt nhoà bờ mi trong giấc mộng si

[Coda 2]
Buồn vỡ đôi
Lời hứa nay theo gió bay rồi
Thuyền cứ trôi
Lượm ánh trăng tàn vụn vỡ",0G1P2R8vQs4b1be8NndeMD
Hà Nội Của Bố.mp3,positive,0.4504,0.2348,477.0,0.5723,175.0,124.0,40.0,"Trái nếp đặt xuống là lúc câu chuyện được bắt đầu
Hà Nội của bố hiện lên với bao nhiêu sắc màu
Cần nóng ngày hè oi à,
lời ru của mẹ vang ra
À ơi à ơi à ơi à ơi à à
Nghe bố kể chuyện về Tết xưa
Hố bom hầm, chú vẫn chạy khắp đường nhựa
Tàu điện kêu len keng,
đưa bé mắt lem nhe em
Trở về trên bến tàu,
đón thêm những đứa em
Xa nhà, xa mẹ, xa cha, em đi sơ tán hết chiến tranh
Em được về, tên bên nổi bánh chưng,
chông coi cho tới sáng
Nhưng sao em vui ghê,
bố đem tờ tem phiếu
Xếp hàng trong đám đông,
đổi lấy thịt và gạo
Mang về bếp than hồng,
bố kể ven hồ gươm
Người đọc báo công cộng,
nhìn dòng người đạp xe
xong người đạp xe đón ngày Tết ấm lòng
Thầu Long Biên là đẹp nhất giữa một khúc sông hồng
Có niềm vui đến nơi hôm qua rất xa
Có yêu thương chờ vơi trong những mái nhà
Có ngày xưa khó quên cha đã đi qua
Có yên vui cho con hôm nay từ Hà Nội qua Trà
Không thể nào cướp đi tội thấp của bố
Hà Nội trong những ngày này đầy ấp kỷ niệm của một thủ khó
Nhưng ngày đó không có cơm ăn thì đành khoai sắn trộn bò bò
Khách đến mới dám giết trộm con gái anh cứ để đây tôi lo cho
Quý nhau ở cái tỉnh chia tình bạc thì chẳng là gì cả
Vì ở thời này tên phiếu sầu gạo mới là thứ quý giá
Đạt bên cạnh giữ chỗ khắp gì sầu đỏ một lúc xếp hàng
Và nhiều hội gia đình còn phải sống chung với lợn để tăng gia
Hà Nội của bố là những ngày phượng hoàng phi đầy phô xá
Khiếp tố còn lạc của lạ,
thì con Dream là giấc mơ của mọi nhà
Thành niên Hà Nội đâu đâu ngũ cối,
nồi đồng cối đá
Ngồi quấn nước làm bi thức lào,
chứ làm gì đã có Vina
Hà Nội một thời vất vả,
luôn mệt mỏi vật vã
Nhưng chẳng ai muốn bị vật ngã,
nên phải sống để vượt qua
Để sinh con ra,
khô lớn trong yên bình
Cho một mai con kể câu chuyện Hà Nội của riêng mình
Hỡi niềm vui đến nơi hôm qua rất xa
Hỡi yêu thương chưa vơi trong những mái nhà
Hà Nội của bố hiện ra trong bữa cơm chiều
Ngày xưa bố mẹ khổ lắm,
thật con này đỡ hơn nhiều
Có những điều hôm nay nói ra ngay như chuyện lạ
Mà cứ mỗi lần bố kể,
ngỡ đau mỗi ngày hôm qua
Rồi dần dần những đứa bé cũng lớn lên
Và những con ngõ trong ký ức còn nhớ tên
Hà Nội của bố là câu chuyện kể mong nhiều người nhớ đến Hà Nội như giấc mơ đẹp,
bình yên cứ thế nối thê.
Có niềm vui đến nơi hôm qua rất xa
Có yêu thương chưa bơi trong những
mái nhà
Có ngày xưa khó quên cha đã đi qua đã đi qua
có yên vui cho con hôm nay
gửi nỗi của cha",5GS2sXqMQEmKtMLxpIyKxI
The Chosen One.mp3,neutral,0.179,0.2027,494.0,0.5263,140.0,159.0,29.0,"Hook :
Đứng trong buổi tiệc tùng anh vẫn đứng đó và đang đợi khai mạc 
Trông mắt em lạnh lùng nhìn vào anh cảm giác như bị trôi dạt 
Khu phố đông người qua mà chỉ còn 1 mình anh cô đơn ở nơi này 
Tại sao vậy, em biết không, em biết không? 

Ver 1 : 
Huhhhhh- Đừng để anh như thế, đừng nhìn anh như thế. 
Có mấy lúc giá rét khi đêm đông, dù là có Dior bên trong. 
Anh em vẫn cố gắng kiếm thêm VietNamDong 
Lấp lánh với những tham vọng 
Đưa ra, đưa ra, rồi tăng chồng 
Bên trong đôi mắt là màu trắng của hư không. 

Huhhh, đêm qua đêm qua lại thu thêm track, đêm qua đêm qua lại thu thêm track 
Anh sẽ đổi nó, như đang thổi gió vào trong money bag
Vào trong money bag, bad-bad-bad 

Đời là mấy con số anh sẽ không bao giờ đi lạc 
Trở về miền Nam với anh em oanh toạc 
Những đứa trẻ đường phố sẽ không bao giờ mà trụy lạc 
Tao flexin’ trên đó như là Biggie và Pac 

Bây giờ tao đã lớn có quá nhiều cái khoản chi 
Tao mong mình có phép cho Gucci nó biết đi 
Suy nghĩ về cái khác, suy nghĩ về cái flex 
Suy nghĩ về con thằng An, suy nghĩ cho Puppy 

Phải cố gắng không cần phải nghĩ chi 
Và cũng không phải hơn thua với mấy thằng không biết gì 
Hãy nâng ly gạt bỏ những sân si 
Làm cho nó đúng thực hiện cái chân lý yeh 

Hook : 
Đứng trong buổi tiệc tùng anh vẫn đứng đó và đang đợi khai mạc 
Trông mắt em lạnh lùng nhìn vào anh cảm giác như bị trôi dạt 
Khu phố đông người qua mà chỉ còn 1 mình anh cô đơn ở nơi này 
Tại sao vậy, em biết không, em biết không

Ver 2 :
Bọn tao giống như người được chọn
Louis Vuiton 
1 bước lên thiên đường
Viên k** này ngon
Bọn tao vi vu thành phố
I'm feeling dope
Như những con rắn săn mồi trị vị tại HP town
Mày đâu biết tao trải qua những gì ở trong cuộc đời
Paranoid vẫn trong đầu nên tao cần phải nghỉ ngơi
Tao phải thoát ra, phải thoát ra trước những gọi mời
Tao là người có chính kiến nên không thể dễ dàng trôi
Em phải từ chối thôi, em bước khỏi cuộc chơi
Đôi chân bước về đâu, phía xa khuất kia mù lối
Em bơi trong hồ bơi nơi đây toàn những sắc màu
Giọt nước mắt tan mau hòa lẫn với đêm thâu
Babi em phải đi òi
BaKuGo rê mi đồ
Feel Like Star No Angel
Got no time for handle
Mikenco tao lên đồ
Xuống phố tấp vào bên hồ
Thấy anh em tao gangsters
Mày thấy anh em pem đồ

Outro:
Meoww meowww meoww meoww x2
Thằng ngu kia câm mồm vào
Để bố mày rap
Tránh ra xa tao ra
1 đường trắng cô đọng
1 ai đó vô trong 
Đập tan những khổ đau
Dặn lòng phải quên đi như không thể nhớ được lâu
Thời gian là tiền bạc khi em viết ra từng câu
Icy Nirvana cùng tao đi mel và flow
Quên thật mau
Sang cảnh sau
",01xdSF7Ih0miCqPLhVipOE
Tập 659.mp3,positive,0.2701,0.2175,248.0,0.6452,76.0,62.0,19.0,"Không thời gian kia lãng quên đi vài hương thơm nước hoa
Em vẫn mang như thói quen mỗi ngày
Đêm thành phố kia ngã nghiêng con người ta nối tiếp nhau ... Tìm về nơi nhân gian sum vầy
Có gì vui trong cuốn phim ai vội trao ai đã tin câu chuyện nghe sao đáng tin về người ...
Ánh mắt xót xa lời gian dối đấy tối qua ""tôi sẽ ....... anh cả một đời""
Tôi đâu nuối tiếc .... tôi đâu tiếc thương chi
Dù sao anh đã yêu em, Dù sao tôi đã trao vì
Ánh mắt xót xa ...... lời gian dối ấy tối qua
Rót vào tai .... ừ anh sai
Hook :
Hook : Có lẽ rất lâu (khi mà )
Em đã cất công cho
Vài thứ khiến anh bất ngờ
Chẳng biết đã là mấy giờ
Có lẽ chẳng lâu
Song đọc nốt đấy mấy câu !
Anh đã cố để ngấm sâu
How could i know ?

Ver B-Wine
Nếu anh không giận khi cá rất lâu mới cắn câu
Cớ sao mong chờ người không bao giờ qua mắt nhau
Người như cá đã bao giờ quá dễ nắm bắt đâu
U chỉ khác chi tiết, nếu bị em giết anh sẽ chẳng đau
Hai đứa mình là một cặp đôi khá ăn ý á
Một người giỏi đọc suy nghĩ còn một người giỏi thao túng tâm lý á
Một người lãnh đạm còn một người lãng mạn
Một người chẳng màng còn một phản kháng
Một người mưu toan còn một người chủ quan
Một án mạng, một thủ phạm
Anh không chỉ sẵn sàng sẻ chia ngọt bùi
Yêu em anh có thể trôn vùi một người
Yêu em anh yêu luôn những vết thương khôn nguôi
Dù có bị những vết thương đó đốt trụi thành hột bụi",1vWghiYgQjyNN7aRkH1hSk
Bánh cuốn.mp3,positive,0.287,0.2785,357.0,0.4538,85.0,125.0,21.0,"Một cảm giác trong anh không sao lờ đi
Cần được nói ngay ra câu ily 

Giờ mình thích thì mình nói thật là mình thích
Mình tặng hoa là mình về đích
Mình mộng mơ
Hơi ngây thơ nhưng đáng tin

Người là nhất cho nên nếu được thì cược tất
Anh đâu có gì để mà mất
Lần nào yêu
Cũng bất khuất bất chấp giống mới yêu

Ngồi bên em anh thấy
Phải cẩn thận không sâu răng đấy
Vì tình yêu nó khiến môi em bị ngọt

Làm gì cũng có lý
Chẳng việc gì mà phải suy nghĩ
Vì tình yêu nó khiến ta không cầu kì

Bên nhau vui là mình mặc xác
cần gì thêm đâu anh không thích phức tạp

Làm gì đừng để người phải khóc
còn lại không quan tâm anh không quan trọng

Ở cạnh nhau bánh cuốn
Ngọt ngào và giản đơn anh muốn
Chìm vào cảm giác ấy không thoát ra luôn

—

Xinh như em không yêu anh nghe nó hơi bị kì
Anh công tâm đánh giá ấy chứ không thiên vị gì
Tuy anh hơi ngơ ngơ nhưng trông anh cũng rất ô cê mà vừa thật thà lại vừa chỉ biết em thui

Mưa hơi to hay ta thôi không coi nhau bạn bè
Che chung ô tay trong tay thơm môi đi bộ về
Em có nghĩ diễn biến ấy khá hay ho, đáng suy nghĩ và dần tò mò tưởng tượng về chúng mình hong?

Anh chắc sắp phát điên lên mất
Em quá mức dễ thương em dễ thương em dễ thương
Anh sẽ mang em đi anh cất
Cất giấu cho mỗi anh cho mỗi anh cho mỗi anh

Baby CV anh chất ngất
Xin apply boyfriend xin apply your boyfriend
Vì nàng anh xin được cược tất
Bất khuất bất chấp hết giống mới yêu

Ngồi bên em anh thấy
Phải cẩn thận không sâu răng đấy
Vì tình yêu nó khiến môi em bị ngọt

Làm gì cũng có lý
Chẳng việc gì mà phải suy nghĩ
Vì tình yêu nó khiến ta không cầu kì

Bên nhau vui là mình mặc xác
cần gì thêm đâu anh không thích phức tạp
Làm gì đừng để người phải khóc
còn lại không quan tâm anh không quan trọng

Ở cạnh nhau bánh cuốn
Ngọt ngào và giản đơn anh muốn
Chìm vào cảm giác ấy không thoát ra luôn
",7KLi2Tv6KPtuC1N1FDhbZE
Hẹn Hò Nhưng Không Yêu.mp3,positive,0.2113,0.2566,368.0,0.2853,124.0,96.0,10.0,"Em ghét trái tim em
Chỉ là một trong con số
Anh sắp xếp cứ như một trò chơi
Tình yêu vĩ mô
Đem tất cả những chân thành
Đặt lên vòng xoay tâm lý
Con tốt mang tên em
Mà anh lựa chọn bước đi
Hẹn hò nhưng không yêu
Chắc em là kẻ mất trí
Hẹn hò nhưng không yêu
Thế yêu định nghĩa là gì
Chạy về người ngàn bước
Cớ sao người lại từ khước
Một bước quay lại về phía em
Em cố trăm lần
Chẳng bằng ai đó một phần
Những khi anh nói anh cần
Ở đâu em cũng chạy đến bên anh
Mưa gió không ngại
Chỉ ngại anh ở bên ai
Rồi em phải cố nén lại
Từng cơn nhói đau trong lòng
Anh trói tim em
Bằng lời dối trá êm đềm
Là do em quá yếu mềm
Để anh cứ thế dày vò em thêm
Anh chỉ luyên thuyên
Về chuyện hạnh phúc hai người
Niềm đau kia cứ nhân 10
Vậy em phải khóc hay cười
Hẹn hò nhưng không yêu
Chắc em là kẻ mất trí
Hẹn hò nhưng không yêu
Thế yêu định nghĩa là gì
Chạy về người ngàn bước
Cớ sao người lại từ khước
Một bước quay lại về phía em
Em cố trăm lần
Chẳng bằng ai đó một phần
Những khi anh nói anh cần
Ở đâu em cũng chạy đến bên anh
Mưa gió không ngại
Chỉ ngại anh ở bên ai
Rồi em phải cố nén lại
Từng cơn nhói đau trong lòng
Anh trói tim em
Bằng lời dối trá êm đềm
Là do em quá yếu mềm
Để anh cứ thế dày vò em thêm
Anh chỉ luyên thuyên
Về chuyện hạnh phúc hai người
Niềm đau kia cứ nhân 10
Vậy em phải khóc hay cười
Em cố trăm lần
Chẳng bằng ai đó một phần
Những khi anh nói anh cần
Ở đâu em cũng chạy đến bên anh
Mưa gió không ngại
Chỉ ngại anh ở bên ai
Rồi em phải cố nén lại
Từng cơn nhói đau trong lòng
Anh trói tim em
Bằng lời dối trá êm đềm
Là do em quá yếu mềm
Để anh cứ thế dày vò em thêm
Anh chỉ luyên thuyên
Về chuyện hạnh phúc hai người
Niềm đau kia cứ nhân 10
Vậy em phải khóc hay cười
Niềm đau kia cứ nhân 10
Vậy em phải khóc hay cười",1XwSFfIlwB7pZrbovT9Kvo
Thêm Bao Nhiêu Lâu.mp3,positive,0.3004,0.2413,404.0,0.401,122.0,137.0,23.0,"Mất em, đời này vỡ tan
Vì câu nói này chưa, chưa từng phai,chưa từng phai oh
Nỗi đau dày vò nỗi đau
Mà vẫn nuốt giọt đắng,đau nhiều thêm, thêm nhiều đau ồ ố ô

Sợ ngày thêm lâu, sợ tình thêm sâu
Nợ lại cho nhau chiều hẹn rong chơi
Ngọt ngào nơi tim còn nhiều không em?
Bầu trời thêm mây ngồi đợi mưa rơi...

Biết đâu những cơn say đầu đời này
Phải khóc cho đến hôm nay
Hẹn ước chi thế em ơi giờ phải vậy
Gửi gió nỗi nhớ bay bay...
Nhìn hoàng hôn kia còn mang em đi xa anh thêm bao nhiêu lâu nữa sẽ trả về?
Đừng có như vậy, dặn lòng đừng khóc như vậy
Mà đời đâu như anh mơ, đâu như anh mơ.

Rap
Có thể anh sống cho em nhưng cũng có thể em sống cho em
Quá dễ để biết tên nhau nhưng đâu có thể nhìn thấy nhau đau
Có thể nước mắt em rơi nhưng khi quay lưng thì em sẽ cười
Anh cũng nhắm mắt cho qua không nên cãi nữa vì anh đã lười
Giờ em không tinh khiết,không còn cười chỉ thay vào son và phấn
Mùa thanh xuân khi đó, em để lại cho anh biết vương và vấn
Anh chỉ mong em hiểu,anh dành hơn nửa phần  đời này che chở cho em
Không một lời than, không một tiếng vãn anh cũng chưa từng bảo em xem,liiiii

Sợ ngày thêm lâu,sợ tình thêm sâu
Nợ lại cho nhau chiều hẹn rong chơi
Ngọt ngào nơi tim còn nhiều không em
Bầu trời thêm mây ngồi đợi mưa rơi

Biết đâu những cơn say đầu đời này
Phải khóc cho đến hôm nay
Hẹn ước chi thế em ơi giờ phải vậy
Gửi gió nỗi nhớ bay bay

Nhìn hoàng hôn kia còn mang em đi xa anh thêm bao nhiêu lâu nữa sẽ trả về
Đừng có như vậy, dặn lòng đừng khóc như vậy
Mà đời đâu như anh mơ...

Anh mơ một mai thức giấc chẳng cơn đau nào sẽ ghé qua
Anh mong ngày mai có nắng sưởi ấm con tim buồn đau tối qua
Anh mong dù cho vấp ngã có lắm phong ba bình yên chở che
Anh đau trời cao có thấu, có biết cơn đau mùi hương thế nào x2

Biết đâu những cơn say đầu đời này
Phải khóc cho đến hôm nay
Hẹn ước chi thế em ơi giờ phải vậy
Gửi gió nỗi nhớ bay bay

Nhìn hoàng hôn kia còn mang em đi xa anh thêm bao nhiêu lâu nữa sẽ trả về
Đừng có như vậy,dặn lòng đừng khóc như vậy
Mà đời đâu như anh mơ.
",43zzuEWDotRcKlSFzrlJqs
Tay Em Cầm Thuốc.mp3,positive,0.3103,0.1477,434.0,0.3733,180.0,115.0,16.0,"Tay em cầm thuốc
Em châm rồi hút
Bao nhiêu lời nói, ẩn sau làn khói
Em hãy nói ra
Đằng sau điếu thuốc kia là câu chuyện gì?
Tay em cầm thuốc
Em châm rồi hút
Bao nhiêu lời nói, ẩn sau làn khói
Em hãy nói ra
Đằng sau điếu thuốc kia là câu chuyện gì?
Em đốt tiếp thêm 1 điếu Winston
Đôi mắt trong veo như là diamond
Chạm đến tim em chưa 1 ai từng
Chẳng có ai đau đến tận 2 lần
Giấu hết đắng cay
Mình em đắm say
Làn khói với ly rượu vang
Cảm xúc trong tim
Hoà nicotine
Sẽ cố kéo em chìm sâu babe
Còn nhiều cạm bẫy khiến em đê mê
Cơn suy chỉ đến khi màn đêm về
Baby anh muốn được gần bên em
Chỉ riêng hai ta cùng với ánh đèn
Định mệnh của em chính là anh đấy
Baby cứ xích lại gần anh này
Cảm nhận làn sóng đang rung lên trong con tim mỗi khi anh thấy
Tay em cầm thuốc
Em châm rồi hút
Bao nhiêu lời nói, ẩn sau làn khói
Em hãy nói ra
Đằng sau điếu thuốc kia là câu chuyện gì?
Tay em cầm thuốc
Em châm rồi hút
Bao nhiêu lời nói, ẩn sau làn khói
Em hãy nói ra
Đằng sau điếu thuốc kia là câu chuyện gì?
Em đã quá quen với cô đơn 1 mình
(Em đã quá quen)
Chẳng cần phải có ai cạnh bên nữa đâu
(Chẳng cần có ai)
Người ta dối gian em với bao cuộc tình
(Toàn là dối gian)
Trò chơi tình yêu chỉ làm em đau đầu
Baby em đừng cố che giấu đi cảm xúc
Liệu em có thực sự thấy trong lòng em hạnh phúc
Quá nhiều lần tìm kiếm chỉ 1 cảm giác
Em vẫn luôn luôn kìm nén cũng chẳng thể làm khác
Chanel, Louis V, Gucci em đâu cần
Kìa bao anh còn đang theo
Nhưng mà em, no emotion
Follow insta để thả tim
Em đâu còn cả tin
Không tin vào tình yêu
Tự cho rằng mình kiêu
Đây đâu phải là phim
Không phải cổ tích mà em đi tìm
Còn nhiều cạm bẫy khiến em đê mê
Cơn suy chỉ đến khi màn đêm về
Baby anh muốn được gần bên em
Chỉ riêng hai ta cùng với ánh đèn
Định mệnh của em chính là anh đấy
Baby cứ xích lại gần anh này
Cảm nhận làn sóng đang rung lên trong con tim mỗi khi anh thấy
Tay em cầm thuốc
Em châm rồi hút
Bao nhiêu lời nói, ẩn sau làn khói
Em hãy nói ra
Đằng sau điếu thuốc kia là câu chuyện gì?
Tay em cầm thuốc
Em châm rồi hút
Bao nhiêu lời nói, ẩn sau làn khói
Em hãy nói ra
Đằng sau điếu thuốc kia là câu chuyện gì?",75T8CCYcek95gyT3SJAhkC
Em Đi Về Đâu.mp3,positive,0.4713,0.1908,396.0,0.298,101.0,167.0,9.0,"Chỉ còn lại giây phút
Em nhìn xem bao lâu
Chỉ còn lại giây phút đó
Em nhìn xem bao lâu
Em đi về đâu
Em đi về đâu
Em đi về đâu
Chỉ còn lại giây phút
Em nhìn xem bao lâu
Chỉ còn lại giây phút đó
Em nhìn xem bao lâu
Em đi về đâu
Em đi về đâu
Em đi về đâu
Nếu biết trước tương lai ra sao
Thì em làm vậy bao lâu
Bao lâu bao lâu
Nếu cứ thế em đi hơi xa
Thì cũng sẽ bao lâu
Bao lâu bao lâu
Đừng cởi ra hết như thế
Vì anh chỉ muốn thấy em cười
Vì điều quý giá nhất
Em cũng dễ để cho hết bao người
Thì mình dừng lại đi em
Đừng làm lòng phải buồn
Và rồi phải đau thêm
Vì anh cũng chỉ là
Một lần rồi mau quên
Mình cùng thâu đêm rồi lại suốt sáng
Cứ nói hết tâm tư
Dẫu chỉ là những điều thầm thì
Cho đêm nay đi qua
Bình minh sẽ mang em đi
Chỉ còn lại giây phút
Em nhìn xem bao lâu
Chỉ còn lại giây phút đó
Em nhìn xem bao lâu
Em đi về đâu
Em đi về đâu
Em đi về đâu
Tại sao em như thế
Xin dừng lại đi em
Giờ thì em có diễn nữa
Cũng chẳng còn ai xem
Em đi về đâu
Em đi về đâu
Em đi về đâu
Em đi về đâu
Wo-o-o-u wo u wo
Wo-o-o-u wo u wo
Wo-o-o-u wo u wo u
Wo o u wo o u wo o
Mỗi đêm anh nhìn thấy em
Đi xa cuộc đời đi xa cuộc đời
Nỗi đau em chịu đắng cay
Nói không thành lời không thành lời
Đêm khuya lang thang
Ở con đường vắng tanh
Sương rơi tang tang
Vào khuôn mặt trắng xanh
Giờ em nhớ đến
Chỉ là giờ em nhớ đến
Bao kỷ niệm đang ở nơi nao
Dù rằng là người
Chẳng nhớ đến anh đâu baby
Anh ước rằng anh
Có thể đến bên em oh baby
Sẽ đi về sẽ sẽ đi về đâu
Chỉ còn lại giây phút
Em nhìn xem bao lâu
Chỉ còn lại giây phút đó
Em nhìn xem bao lâu
Em đi về đâu
Em đi về đâu
Em đi về đâu
Tại sao em như thế
Xin dừng lại đi em
Giờ thì em có diễn nữa
Cũng chẳng còn ai xem
Em đi về đâu
Em đi về đâu
Em đi về đâu
Em đi về đâu
Wo-o-o-u wo u wo
Wo-o-o-u wo u wo
Wo-o-o-u wo u wo u
Wo o u wo o u wo o",6KyqAO52R41PJ3Qu1bQhXH
Hồn Lỡ Sa Vào.mp3,neutral,0.1825,0.2268,254.0,0.5551,83.0,80.0,11.0,"Anh hiếm khi tin vào duyên số
Ít ra đường vì dễ nhớ dễ quên
Anh khó tin vào tình yêu sét đánh
Cho đến khi gặp được em giữa đám đông
Dù anh không cố ý dán mắt vào em
Nhưng tự nó hút vào đỡ thế nào
Giờ vô tri giữa phố
Đứng đó ngáo ngơ
Như bị em hút hồn hút hồn
Hồn lỡ sa vào đôi mắt em
Chiều nao xõa tóc ngồi bên rèm
Thầm ước nhưng nào đâu dám nói
Khép tâm tư lại thôi
Đường hoa vẫn chưa mở lối
Đời lắm phong trần tay trắng tay
Trời đông ngại gió lùa vai gầy
Lầu kín trăng về không lối chiếu
Gác cao ngăn niềm yêu
Thì thôi mơ ước chi nhiều
Trời ơi hình như anh lỡ
Lỡ thấy nụ cười
Đó là dành cho anh
Hay là cho ông kia
Đang ở sau lưng anh
Anh thật sự không care
Tự nhiên see làm chi
Để giờ lại chuyển sang mê
Trời trời gì mà xinh thế
Thôi đi bớt giỡn đi em ơi
Anh suýt ngất như thôi miên
Và dù cho anh tìm cách để cố
Tránh ánh mắt ấy mà chạy đi đâu
Vì em đã
Hút u u u u hồn anh mất
Để anh lạc giữa phố
Đứng đó ngố ngố
Một mình ngu ngơ
Vì em đã hút u u u u
Hồn lỡ sa vào đôi mắt em
Chiều nao xõa tóc ngồi bên rèm
Thầm ước nhưng nào đâu dám nói
Khép tâm tư lại thôi
Đường hoa vẫn chưa mở lối
Đời lắm phong trần tay trắng tay
Trời đông ngại gió lùa vai gầy
Lầu kín trăng về không lối chiếu
Gác cao ngăn niềm yêu
Thì thôi mơ ước chi nhiều",1OcT17F9VeSAvLBlk4GBc8
Cảm Ơn Vì Đã Không Đợi Nhau.mp3,positive,0.2239,0.231,118.0,0.7034,29.0,40.0,8.0,"mình em với những thói quen hằng ngày 
Mình em đi hết những tháng năm ấy 
Dù cho mọi thứ khó khăn biết mấy 
Chỉ là em cố tỏ ra bình thường  
Gồng mình che dấu những vết trầy xước  
Ai chẳng cần được yêu thương 

Em đã cố ghì sâu cảm xúc để không được phép đổ gục trước tình yêu 
Nhưng đối diện với ngần ấy cảm xúc em cứ cố chấp đâm đầu vào mà yêu 

yêu là sâu, sâu là đau, em đã biết, em đã hiểu thấu rồi
Vậy mà lại để con tim rung động
Dù tình yêu ấy vốn chẳng có hy vọng
Em nuối tiếc, anh níu giữ, nhưng xin lỗi, em làm sao nỡ đành
Điều dịu dàng duy nhất em có thể làm là rời xa anh 
cảm ơn vì đã không đợi em
",1urtUk2MKoFPNimTPQRJcw
Có Còn Ai Hơn Em.mp3,positive,0.3535,0.2346,361.0,0.3657,130.0,95.0,35.0,"Bài Hát: Có Còn Ai Hơn Em
Ca Sĩ: Anh Quân Idol
Khi hoàng hôn
Nhẹ buông xuống
Anh ôm nỗi cô đơn
Nhớ em nhiều hơn
Trong đêm khuya vắng
Giọt nước mắt
Anh khẽ rơi
Vì em đã
Xa anh rồi
Anh mở rộng
Trái tim
Cố gắng kiếm tìm
Một người
Giống như em
Nhưng anh biết
Cho dù đi
Khắp thế gian này
Cũng không gặp người
Anh muốn thấy
Vì chỉ có em
Cho anh phút giây
êm đềm
Chỉ có em
Cho anh
Giấc mơ bình yên
Mỗi khi anh cần
Em không ngại ngần
Chạy đến bên anh
Dù trời đêm đông
Lạnh giá
Chỉ có em
Cho anh hạnh phúc
Khi yêu
Chỉ có em hiểu
Và yêu anh
Rất nhiều
Những lỗi lầm
Thời gian khiến ta
Xa dần
Ngày tháng có em
Giờ chỉ còn
Trong ký ức
Một mùa đông
Im lặng
đợi chờ tình yêu
Thay đổi
Nhưng anh đã sai thật rồi
Khi yêu thêm một người
Im lặng
Không phải hạnh phúc
Mà là kết thúc
Của tình yêu
Có những điều
Giờ anh mới hiểu
Vì chỉ có em
Cho anh phút giây
êm đềm
Chỉ có em
Cho anh
Giấc mơ bình yên
Mỗi khi anh cần
Em không ngại ngần
Chạy đến bên anh
Dù trời đêm đông
Lạnh giá
Chỉ có em
Cho anh hạnh phúc
Khi yêu
Chỉ có em hiểu
Và yêu anh
Rất nhiều
Những lỗi lầm
Thời gian khiến ta
Xa dần
Ngày tháng có em
Giờ chỉ còn
Trong ký ức
Gió đông thổi khắp
Tình yêu
Và cuốn theo nụ cười
Cùng hạnh phúc đi rồi
Chỉ còn mình anh
Với nỗi đơn côi
Em ở nơi đâu
Có biết chăng
Những nỗi đau
Đang dày vò anh
Mỗi đêm thâu
Lời xin lỗi
Anh muốn nói ra
Mong em hãy thứ tha
Anh sẽ không làm
Em tổn thương
Anh sẽ yêu em
Nhiều hơn lúc trước
Vì chỉ có em
Cho anh phút giây
êm đềm
Chỉ có em
Cho anh
Giấc mơ bình yên
Mỗi khi anh cần
Em không ngại ngần
Chạy đến bên anh
Dù trời đêm đông
Lạnh giá
Chỉ có em
Cho anh hạnh phúc
Khi yêu
Chỉ có em hiểu
Và yêu anh
Rất nhiều
Những lỗi lầm
Thời gian khiến ta
Xa dần
Ngày tháng có em
Giờ chỉ còn
Trong ký ức
Một mùa đông
Im lặng
Là hạnh phúc
Hay là kết thúc
Của tình yêu",2o1k55DxOR8Odhrl54TrV9
